date,World,Algeria,Angola,Bahrain,Canada,China,Congo-Brazzaville,Ecuador,Egypt,Gabon,Iran,Iraq,Kuwait,Libya,Mexico,Nigeria,Norway,Qatar,Saudi Arabia,United Arab Emirates,United Kingdom,United States,Venezuela
06/01/14,77903.58141,1420,1663,202,3548,4272,241,555.274,637.0,220,3150,3327,2650,294,2476,2370,1459.0,1445,9860,3086,752,8746.233,2500
07/01/14,78157.91041,1420,1713,203,3589,4091,263,558.31,644.0,220,3150,3197,2700,494,2427,2291,1588.0,1445,10010,3086,705,8845.903,2500
08/01/14,78491.31941,1420,1813,203,3547,4129,275,558.334,636.0,220,3200,3227,2750,589,2455,2341,1546.0,1450,9910,3116,468,8919.548,2500
09/01/14,79227.60741,1420,1823,203,3595,4202,264,550.859,645.0,220,3250,3517,2750,844,2430,2296,1517.0,1400,9810,3016,748,9081.7,2500
10/01/14,80212.03941,1420,1848,201,3727,4252,248,557.185,650.0,220,3300,3467,2750,1009,2402,2384,1615.0,1400,9910,2976,790,9263.355,2500
11/01/14,79975.46341,1420,1813,203,3714,4319,244,562.817,671.0,220,3300,3427,2750,674,2401,2325,1600.0,1400,9810,3006,798,9322.067,2500
12/01/14,80847.80941,1420,1733,201,3780,4344,229,561.075,657.0,220,3300,3777,2750,569,2392,2390,1616.0,1390,9810,3046,846,9566.194,2500
01/01/15,80106.36219,1429,1820,200,3885,4232,257,557.723,670.0,215,3266,3478,2805,430,2290,2294,1579.0,1375,9807,3090,872,9388.452,2495
02/01/15,79989.99919,1429,1770,199,3906,4218,266,553.126,679.0,215,3274,3328,2805,420,2370,2269,1589.0,1375,9907,3100,812,9509.714,2494
03/01/15,80924.85519,1429,1720,200,3775,4256,276,552.724,693.0,215,3252,3728,2805,535,2356,2152,1586.0,1385,10307,3110,867,9585.484,2493
04/01/15,80528.06819,1429,1790,200,3463,4258,237,547.893,685.0,205,3344,3775,2825,565,2235,2165,1614.0,1355,10307,3140,925,9661.4,2492
05/01/15,80467.90419,1429,1770,203,3212,4271,226,543.192,676.0,205,3322,3925,2835,490,2263,2139,1555.0,1345,10507,3150,1016,9481.226,2491
06/01/15,80919.99519,1429,1820,207,3457,4408,233,541.044,688.0,215,3273,4275,2835,470,2283,2025,1596.0,1365,10657,3160,870,9361.633,2490
07/01/15,81433.07719,1429,1850,203,3821,4263,261,537.797,692.0,215,3305,4325,2865,460,2308,2122,1611.0,1315,10567,3160,839,9447.161,2489
08/01/15,81173.50019,1429,1870,201,3922,4278,264,537.132,696.0,215,3210,4225,2905,420,2291,2088,1599.0,1345,10457,3170,788,9415.71,2488
09/01/15,81062.49319,1429,1800,202,3422,4317,232,538.975,684.0,215,3254,4425,2905,435,2306,2225,1581.0,1355,10457,3170,862,9490.767,2487
10/01/15,81016.83419,1429,1770,203,3582,4259,202,537.985,681.0,215,3278,4275,2855,475,2314,2198,1685.0,1345,10407,3180,912,9406.226,2486
11/01/15,81689.18119,1429,1820,203,3819,4297,200,537.001,674.0,215,3351,4425,2905,435,2310,2226,1644.0,1385,10307,3170,972,9337.0,2485
12/01/15,81868.19119,1429,1820,204,3866,4275,210,533.276,670.0,215,3389,4425,2955,430,2308,2159,1682.0,1335,10307,3190,979,9281.355,2484
01/01/16,81795.41,1350,1798,207,3877,4166,218,533.0,667.0,210,3652,4475,3000,430,2294,2159,1657.0,1345,10414,3245,1003,9202.548,2383
02/01/16,81043.412,1350,1793,205,3797,4150,214,538.0,660.0,210,3792,4225,2955,420,2247,2120,1675.0,1375,10414,3025,1014,9065.241,2382
03/01/16,80928.202,1350,1798,207,3767,4091,198,550.0,659.0,210,4093,4225,2970,380,2249,1993,1632.0,1375,10414,3050,987,9088.516,2381
04/01/16,80148.383,1350,1793,206,3429,4039,188,555.0,664.0,210,4173,4475,2735,390,2210,2010,1666.0,1365,10414,3060,989,8870.867,2380
05/01/16,79355.897,1350,1818,204,2811,3977,195,556.0,662.0,210,4162,4355,2945,345,2207,1673,1608.0,1365,10514,3240,991,8833.806,2279
06/01/16,80068.621,1330,1823,206,3112,4038,203,550.0,662.0,210,4150,4405,2945,390,2213,1811,1480.0,1365,10714,3270,897,8670.967,2258
07/01/16,80827.959,1350,1829,213,3657,3941,217,545.0,654.0,210,4224,4415,2985,370,2192,1764,1762.0,1375,10844,3290,980,8664.065,2197
08/01/16,80255.518,1350,1833,214,3855,3878,212,549.0,649.0,210,4226,4460,2995,310,2179,1694,1603.0,1355,10814,3320,841,8685.548,2186
09/01/16,80623.222,1350,1768,218,3849,3892,188,559.0,643.0,210,4210,4480,2995,370,2146,1726,1430.0,1315,10774,3350,826,8544.2,2175
10/01/16,81783.142,1350,1618,213,3893,3784,176,552.0,641.0,200,4312,4565,2995,610,2135,1854,1766.0,1335,10764,3330,760,8841.0,2164
11/01/16,82777.842,1350,1698,184,4135,3918,168,544.0,632.0,220,4356,4645,3005,640,2105,1984,1785.0,1355,10814,3360,948,8906.033,2153
12/01/16,82225.155,1350,1668,143,3968,3937,197,544.0,624.0,220,4450,4685,3005,680,2067,1684,1706.0,1335,10714,3360,961,8845.871,2122
01/01/17,81235.58562,1316,1657,207,4095,3759,191,536.0,626.0,200,4435,4565,2885,740,2054,1849,1652.240968,1311,10196,3205,973,8873.581,2076
02/01/17,81112.80289,1316,1687,204,4135,3798,198,535.0,620.0,185,4435,4445,2825,750,2051,1869,1692.683929,1291,10216,3185,948,9108.107,2065
03/01/17,80615.03118,1316,1627,206,3913,3818,161,531.0,611.0,190,4445,4430,2815,650,2052,1730,1744.764839,1311,10166,3165,947,9192.419,2064
04/01/17,80106.24112,1306,1697,208,3580,3777,172,528.0,617.0,210,4455,4425,2815,595,2045,1780,1737.717333,1321,10196,3145,918,9114.8,2053
05/01/17,80899.53695,1306,1657,208,3705,3899,201,533.0,624.0,200,4455,4475,2815,840,2053,1900,1635.805806,1331,10266,3165,933,9207.71,2052
06/01/17,81150.37641,1306,1687,207,3805,3780,258,540.0,628.0,200,4465,4490,2825,910,2042,1945,1576.483667,1321,10466,3185,940,9134.5,2031
07/01/17,81621.67824,1306,1667,209,4005,3715,279,541.0,626.0,210,4465,4500,2815,1065,2019,2022,1652.849677,1311,10416,3185,915,9265.774,2030
08/01/17,81191.80731,1306,1687,208,4172,3734,270,536.0,631.0,200,4465,4525,2815,950,1961,2027,1584.268387,1301,10356,3185,832,9263.935,2024
09/01/17,81329.54977,1306,1667,211,3966,3734,274,529.0,640.0,200,4475,4565,2835,985,1761,2038,1473.327667,1281,10406,3185,887,9533.6,2008
10/01/17,81546.23028,1256,1692,208,3930,3775,299,526.0,634.0,200,4455,4415,2845,1020,1933,2021,1575.543548,1311,10376,3175,948,9668.032,1957
11/01/17,82005.84346,1276,1597,209,4258,3719,311,521.0,632.0,190,4445,4345,2815,1050,1896,2065,1519.664,1301,10326,3145,982,10087.9,1916
12/01/17,81647.41312,1306,1637,120,4320,3754,322,520.0,633.0,200,4435,4405,2805,980,1903,2098,1567.021613,1311,10276,3165,743,9992.871,1700
01/01/18,82130.02054,1282,1624,143,4161,3707,322,512.9394571,632.0,200,4520,4455,2815,1080,1948,2060,1650.617742,1321,10378,3181,1025,9998.323,1695
02/01/18,82365.68177,1272,1614,162,4312,3767,332,512.6893226,636.0,200,4515,4495,2815,1055,1912,2030,1597.435357,1281,10318,3141,1010,10260.786,1655
03/01/18,82280.71884,1232,1584,209,4341,3752,371,511.2542662,638.0,200,4495,4505,2825,1050,1882,2000,1549.166129,1301,10268,3121,953,10488.581,1615
04/01/18,82012.63896,1232,1579,210,4035,3737,370,516.598648,642.0,190,4525,4465,2815,1070,1903,1980,1544.195,1301,10278,3131,1081,10496.367,1585
05/01/18,81929.12487,1262,1584,210,4246,3829,365,515.6367414,645.0,200,4505,4515,2815,1055,1886,1800,1348.494839,1311,10338,3111,995,10456.742,1555
06/01/18,82094.94523,1282,1554,207,4234,3687,342,517.096454,636.0,200,4480,4599,2825,815,1865,1730,1516.938333,1321,10638,3151,955,10604.9,1495
07/01/18,82809.96926,1292,1564,209,4358,3720,332,523.3410502,634.0,180,4422,4629,2905,720,1859,1780,1556.673548,1321,10698,3181,1007,10903.452,1460
08/01/18,83221.61993,1282,1574,206,4574,3649,347,530.0,643.0,200,4220,4700,2905,1055,1836,1850,1534.76,1311,10638,3221,929,11383.516,1415
09/01/18,83367.7756,1242,1594,204,4221,3743,342,518.499985,641.0,200,4100,4725,2905,1145,1843,1950,1335.367,1291,10738,3221,904,11463.367,1381
10/01/18,84235.11244,1242,1564,206,4497,3733,337,513.4909439,636.0,200,4095,4755,2905,1145,1784,1910,1511.223226,1311,10938,3271,1045,11553.968,1351
11/01/18,84592.8407,1242,1604,202,4564,3797,307,514.972829,639.0,180,3395,4795,2905,1195,1717,1900,1524.905667,1311,11218,3411,1041,11907.1,1331
12/01/18,84126.28433,1242,1584,195,4564,3765,317,519.4531431,644.0,200,3295,4825,2905,945,1730,1930,1534.962903,1316,10718,3451,1089,12003.742,1301
01/01/19,82450.74393,1190,1581,190,4279,3733,326,523.8828637,639.0,210,3285,4825,2855,905,1644,1844,1487.077742,1256,10252,3435,1060,11865.0,1271
02/01/19,82423.17026,1280,1471,205,4310,3848,341,533.3598454,632.0,200,3285,4805,2855,935,1724,1874,1419.293571,1236,10302,3495,1133,11678.821,1141
03/01/19,82136.15954,1290,1481,162,4375,3776,331,530.1465523,623.0,200,3260,4645,2825,1165,1713,1904,1419.308065,1256,10052,3456,1104,11937.29,905
04/01/19,82052.46207,1280,1441,203,4459,3775,341,528.952455,631.0,180,3160,4725,2825,1245,1698,1974,1398.896,1226,10052,3474,1036,12134.7,885
05/01/19,81615.24306,1270,1461,194,4284,3871,331,531.8632071,626.0,210,2960,4725,2825,1235,1681,1874,1291.073226,1226,10102,3461,1046,12163.194,805
06/01/19,81577.0694,1240,1421,200,4431,3788,331,530.8899316,625.0,210,2870,4725,2825,1175,1692,1994,1089.008667,1226,10202,3493,997,12087.533,855
07/01/19,81176.35899,1260,1401,197,4417,3764,321,541.3512161,619.0,200,2770,4725,2805,1200,1702,1964,1388.669677,1226,9952,3447,981,11819.097,855
08/01/19,82261.0179,1250,1441,201,4424,3759,336,550.236443,613.0,210,2770,4775,2805,1160,1716,2044,1395.568387,1225,10052,3504,878,12424.774,805
09/01/19,80592.94731,1260,1391,205,4291,3747,341,546.9076042,629.0,200,2770,4675,2805,1255,1739,1994,1332.431667,1225,8702,3481,1057,12495.2,705
10/01/19,82475.27851,1260,1371,206,4392,3773,330,467.2971576,603.0,210,2765,4775,2805,1245,1690,1974,1514.672581,1225,10052,3533,983,12672.548,690
11/01/19,83307.81558,1270,1311,206,4555,3735,320,546.358853,618.0,180,2665,4675,2805,1265,1733,1964,1716.960333,1225,10102,3586,1056,12859.767,740
12/01/19,83467.04924,1260,1441,199,4670,3880,310,542.0,615.0,210,2665,4575,2815,1225,1742,1944,1784.128065,1225,9952,3483,1029,12802.097,890
01/01/20,82803.69133,1240,1358,145,4527,3818,308,534.6649916,612.0,185,2555,4575,2817,830,1761,1989,1683.082258,1261,10044,3532,1076,12754.806,890
02/01/20,81990.56953,1240,1308,201,4593,3858,292,536.5721466,612.0,200,2605,4675,2817,190,1766,1959,1790.047241,1251,9944,3508,1055,12745.586,840
03/01/20,82113.76655,1260,1408,208,4533,3820,282,540.6505213,595.0,200,2555,4525,3012,140,1783,1939,1735.43129,1258,9994,3814,957,12737.065,670
04/01/20,82429.04569,1260,1328,214,3932,3834,292,209.903749,599.0,190,2530,4525,3119,125,1779,1889,1789.714667,1284,11794,4128,1065,12009.967,620
05/01/20,71311.75683,1060,1288,145,3677,3911,282,335.16722,595.0,180,2530,4242,2305,120,1694,1809,1774.997419,1281,8744,2825,961,10018.774,545
06/01/20,70047.5799,1025,1228,158,3906,3835,303,514.5100787,602.0,180,2505,3772,2195,120,1674,1659,1559.92,1279,7894,2675,1004,10442.133,400
07/01/20,71519.90894,1020,1158,153,3890,3881,283,521.4092932,589.0,150,2455,3722,2265,145,1665,1646,1764.852258,1281,8594,2784,937,10972.645,380
08/01/20,72597.79682,1070,1188,154,3862,3878,272,515.4671035,585.0,150,2455,3713,2400,130,1707,1696,1751.054839,1279,9094,3036,794,10583.839,380
09/01/20,72447.36495,1070,1248,165,3964,3825,282,511.584563,572.0,150,2455,3733,2400,170,1716,1702,1502.471333,1279,9204,2838,817,10870.467,360
10/01/20,73023.01314,1080,1138,170,4161,3846,262,508.2847339,562.0,170,2455,3873,2400,490,1698,1744,1628.704194,1279,9204,2761,879,10438.742,400
11/01/20,74819.66393,1080,1158,170,4490,3793,278,510.6518723,560.0,165,2505,3843,2410,1130,1705,1678,1745.265333,1278,9204,2855,873,11121.033,420
12/01/20,75559.61052,1070,1108,170,4643,3952,262,511.7632787,559.0,165,2555,3883,2410,1290,1728,1591,1827.752258,1283,9204,2925,996,11063.097,430
01/01/21,75925.73124,1080,1107,170,4597,3897,272,508.5849784,560.0,160,2610,3885,2440,1228,1727,1463,1814.969355,1287,9294,2955,948,11155.578,530
02/01/21,73998.138,1100,1097,170,4402,3981,271,501.9282879,556.0,160,2760,3975,2440,1268,1746,1595,1804.780714,1292,8394,2955,886,9930.583,570
03/01/21,75881.8995,1100,1137,170,4476,3949,291,502.4808023,562.0,150,2860,4025,2440,1288,1777,1580,1787.577419,1292,8344,2955,947,11375.774,560
04/01/21,75385.19463,1100,1117,170,4121,3967,276,499.2506493,572.0,170,3010,4025,2440,1218,1771,1530,1728.492,1286,8344,2980,726,11355.34,520
05/01/21,75885.08349,1110,1077,172,4193,4012,261,498.3663016,571.0,170,3010,4025,2470,1248,1779,1566,1674.763226,1286,8676,3010,760,11425.009,565
06/01/21,76394.76186,1125,1067,174,4442,3929,271,493.823647,567.0,180,3060,3975,2493,1258,1794,1532,1680.897667,1291,9141,3060,634,11400.919,580
07/01/21,77670.93587,1140,1117,177,4499,3965,261,492.868841,557.0,180,3060,4025,2530,1268,1795,1559,1765.866774,1290,9650,3090,768,11420.494,570
08/01/21,77262.07788,1150,1077,179,4428,3965,261,484.8537938,552.0,180,3010,4100,2560,1258,1752,1386,1825.114516,1290,9752,3149,818,11317.954,560
09/01/21,77662.57287,1160,1147,181,4350,4041,251,485.0252883,555.0,190,3010,4150,2580,1238,1807,1533,1789.714667,1289,9854,3174,814,10960.716,560
10/01/21,78996.80407,1170,1097,168,4634,3961,261,481.2311729,558.0,180,3010,4225,2610,1238,1798,1492,1829.375484,1289,10006,3218,834,11640.148,630
11/01/21,79888.744,1180,1127,185,4664,3968,251,484.9286497,559.0,190,3010,4275,2650,1218,1804,1546,1744.426667,1289,10109,3243,767,11870.915,710
12/01/21,79418.88551,1190,1177,184,4457,3877,261,246.3491919,562.1284345,190,3010,4325,2666,1128,1807,1497,1861.434194,1288,10111,3298,803,11759.573,780
01/01/22,79574.95285,1180,1126,161,4347,4184,273,455.989699,555.0,180,3095,4275,2696,1058,1828,1489,1746.996774,1288,10211,3358,829,11450.569,710
02/01/22,80836.85356,1180,1186,181,4562,4092,283,478.3675057,555.0,190,3145,4375,2726,1208,1812,1522,1790.628214,1248,10461,3548,852,11465.124,730
03/01/22,80762.412,1190,1156,198,4583,4170,263,494.7298526,558.0,190,3195,4325,2756,1158,1834,1414,1752.880968,1267,10211,3528,808,11888.378,755
04/01/22,79984.40914,1200,1206,190,4467,4139,273,497.0843617,556.0,200,3195,4425,2776,988,1821,1400,1674.398,1292,10511,3648,800,11829.58,780
05/01/22,79482.67422,1210,1166,167,4305,4136,283,494.9456745,590.0,180,3095,4425,2813,808,1836,1246,1647.168387,1292,10461,3712,765,11757.607,750
06/01/22,79732.95985,1220,1206,202,4388,4182,293,408.7282963,590.0,190,3095,4475,2841,728,1845,1268,1352.559667,1291,10561,3787,717,11919.069,730
07/01/22,80643.50844,1220,1146,202,4591,4029,273,482.6820029,564.0,200,3095,4575,2893,678,1850,1216,1663.806452,1291,10811,3712,804,12008.948,650
08/01/22,81617.41832,1230,1186,200,4626,3988,283,494.3975023,574.0,190,3145,4575,2934,1198,1846,1102,1808.476452,1290,11161,3762,589,12134.452,730
09/01/22,82160.05353,1230,1156,204,4630,4041,293,490.290935,567.0,210,3125,4575,2944,1228,1847,1154,1663.914667,1290,11211,3802,612,12429.211,700
10/01/22,82242.21264,1240,1116,201,4611,4059,273,493.0440619,564.0,220,3145,4605,2924,1238,1854,1188,1774.591613,1290,10711,3872,699,12441.943,750
11/01/22,82570.09818,1220,1076,154,4794,4079,253,489.190894,570.0,210,3155,4505,2824,1188,1860,1248,1776.505667,1289,10711,3792,775,12493.145,700
12/01/22,81952.99246,1220,1116,200,4621,3972,253,490.6618271,568.0,190,3155,4505,2774,1228,1880,1270,1796.708065,1289,10711,3752,697,12201.518,700
01/01/23,82117.75468,1220,1155,137,4551,4167,263,489.5200184,556.0,200,3153,4455,2816,1208,1934,1387,1789.200645,1294,10000,3780,667,12640.105,750
02/01/23,82766.82244,1220,1085,167,4623,4294,283,445.5773889,560.0,190,3213,4455,2796,1238,1929,1450,1798.715357,1293,10200,3780,801,12620.923,700
03/01/23,82724.10159,1210,1025,196,4629,4282,263,446.5580352,561.0,200,3283,4405,2786,1218,1935,1435,1856.970323,1293,10450,3800,751,12867.154,730
04/01/23,82142.25118,1220,1105,188,4328,4209,263,471.8702147,582.0,210,3333,4195,2746,1218,1964,1273,1825.777333,1293,10800,3700,678,12734.163,770
05/01/23,81373.66278,1190,1185,196,4207,4255,253,473.9830252,565.0,210,3403,4225,2688,1170,1969,1473,1794.070323,1292,10100,3670,690,12732.26,790
06/01/23,81974.67354,1160,1155,202,4384,4263,253,473.349477,568.0,200,3433,4235,2691,1228,1962,1463,1825.987,1297,10250,3610,634,12787.033,790
07/01/23,81252.04096,1170,1185,118,4677,4076,263,477.7988494,566.0,210,3503,4305,2673,1208,1919,1343,1853.520968,1301,9370,3600,655,12912.464,820
08/01/23,80789.69955,1150,1125,190,4659,4113,253,480.92799,570.0,200,3663,4385,2664,1238,1943,1413,1814.157742,1306,8900,3510,573,12999.149,790
09/01/23,81750.98801,1160,1125,199,4549,4121,263,482.755764,558.0,200,3723,4375,2704,1238,1942,1503,1694.945333,1306,9400,3520,588,13177.94,765
10/01/23,82104.57296,1170,1185,202,4588,4099,263,482.483979,563.0,200,3773,4395,2644,1228,1919,1523,1793.055806,1305,9250,3580,622,13213.355,765
11/01/23,82919.87197,1170,1155,200,4942,4150,273,490.0681097,563.0,210,3873,4365,2674,1268,1911,1463,1829.341667,1305,9200,3620,668,13315.653,780
12/01/23,83221.07836,1160,1235,165,4990,4173,253,486.0722627,559.0,220,3923,4445,2644,1248,1903,1573,1893.89871,1305,8950,3680,647,13296.98,790
01/01/24,81864.2118,1130,1165,197,4577,4286,253,490.4719787,559.0,210,3888,4425,2566,1098,1882,1502,1849.284754,1309,9170,3740,626,12517.328,800
02/01/24,82556.09823,1120,1205,148,4758,4256,243,485.6770417,552.0,210,3888,4435,2566,1218,1872,1472,1786.958418,1309,9370,3720,601,13128.899,835
03/01/24,82993.52055,1120,1155,158,4825,4326,253,482.9211248,548.0,220,3948,4515,2596,1218,1868,1501,1867.545842,1309,9470,3690,651,13190.309,835
04/01/24,82448.22077,1120,1105,188,4747,4250,263,482.2899483,544.0,210,3928,4505,2616,1258,1836,1420,1859.005097,1308,9470,3680,630,13313.839,850
05/01/24,81747.51123,1110,1115,185,4472,4274,253,484.4947132,541.0,220,3928,4495,2618,1258,1832,1459,1730.891331,1308,9270,3720,630,13256.073,870
06/01/24,81463.68573,1110,1175,178,4653,4250,253,446.756191,545.0,220,3928,4465,2601,1278,1852,1459,1746.844333,1322,8920,3710,517,13251.652,860
07/01/24,81744.44228,1120,1125,177,4784,4215,243,464.5769555,537.0,210,3968,4575,2563,1248,1862,1508,1849.356379,1322,9220,3700,606,13212.24,870
08/01/24,81966.69139,1120,1185,153,4858,4199,253,477.1205129,526.0,210,3998,4495,2564,998,1862,1567,1802.839191,1322,9350,3710,451,13410.51,890
09/01/24,80888.93105,1120,1105,156,4616,4154,243,469.2365537,527.0,210,4068,4345,2574,648,1873,1467,1622.358733,1322,9140,3820,561,13170.586,900
10/01/24,82052.14987,1120,1105,176,4933,4184,243,471.7455387,516.0,220,4018,4295,2574,1148,1840,1476,1804.418387,1322,9220,3840,599,13529.912,910
11/01/24,82267.0549,1115,1125,184,4994,4197,223,474.2871543,526.0,220,4088,4275,2544,1258,1790,1475,1750.926333,1322,9180,3840,588,13395.831,850
12/01/24,82675.16244,1130,1065,186,5096,4216,242,473.5745826,522.0,220,4068,4245,2574,1328,1733,1555,1809.572129,1322,9120,3770,665,13437.274,890
01/01/25,82401.20931,1120,1035,191,5014,4340,242,474.857281,515.0,240,4220,4361,2515,1308,1715,1533,1773.745709,1322,9070,3640,678,13140.373,930
02/01/25,82681.24862,1130,1065,182,4778,4340,242,469.0,508.0,220,4270,4331,2525,1348,1711,1580,1732.874108,1322,9070,3630,660,13239.55,940
03/01/25,83816.88561,1120,1055,182,5045,4500,232,452.0,507.0,240,4170,4411,2545,1318,1697,1598,1777.336894,1322,9320,3640,652,13452.956,950
04/01/25,83275.32224,1125,1045,185,4842,4310,232,472.0,507.0,230,4220,4341,2555,1358,1717,1576,1840.155644,1322,9120,3650,669,13465.611,960
05/01/25,83288.15098,1130,1005,173,4425,4350,222,467.0,507.0,240,4270,4371,2585,1388,1726,1614,1795.48537,1322,9270,3770,644,13446.565,970
06/01/25,84305.47594,1130,905,186,4848,4430,232,467.0,507.0,250,4030,4381,2595,1368,1719,1642,1685.849155,1322,9920,3740,563,13532.946,980
